ACCEPT_ALTERNATE_ID	ConfigServer
ACCEPT_CLAN_DAYS_WHEN_DISMISSED	ConfigClans
ACCEPT_NEW_GAMESERVER	ConfigLogin
ACP_PERIOD	ConfigProject
ACTION_TIME	ConfigServer
ALLOW_BOAT	ConfigServer
ALLOW_CTF_DLG	ConfigEvents
ALLOW_CURSED_WEAPONS	ConfigServer
ALLOW_DELEVEL	ConfigPlayers
ALLOW_DISCARDITEM	ConfigServer
ALLOW_DM_DLG	ConfigEvents
ALLOW_ENTIRE_TREE	ConfigNpcs
ALLOW_FISH_CHAMPIONSHIP	ConfigEvents
ALLOW_FREIGHT	ConfigServer
ALLOW_GRAND_BOSSES_TELEPORT	ConfigProject
ALLOW_GUARD_SYSTEM	ConfigProtection
ALLOW_LM_DLG	ConfigEvents
ALLOW_LOTTERY	ConfigServer
ALLOW_MANOR	ConfigServer
ALLOW_SHADOW_WEAPONS	ConfigServer
ALLOW_TVT_DLG	ConfigEvents
ALLOW_WAREHOUSE	ConfigServer
ALLOW_WATER	ConfigServer
ALLOW_WEAR	ConfigServer
ALLY_JOIN_DAYS_WHEN_DISMISSED	ConfigClans
ALLY_JOIN_DAYS_WHEN_LEAVED	ConfigClans
ALTERNATE_CLASS_MASTER	ConfigNpcs
ALTERNATE_DROP_LIST	ConfigProject
ANNOUNCE_DIE_GRANDBOSS	ConfigProject
ANNOUNCE_DIE_RAIDBOSS	ConfigProject
ANNOUNCE_DONATOR_ITEM_GLOBAL	ConfigDonation
ANNOUNCE_MAMMON_SPAWN	ConfigNpcs
ANNOUNCE_SPAWN_GRANDBOSS	ConfigProject
ANNOUNCE_SPAWN_RAIDBOSS	ConfigProject
ANTIFEED_DISCONNECTED_AS_DUALBOX	ConfigProject
ANTIFEED_DUALBOX	ConfigProject
ANTIFEED_ENABLE	ConfigProject
ANTIFEED_INTERVAL	ConfigProject
ATTACK_PTS	ConfigProject
ATTACK_USE_PATHFINDER	ConfigGeoengine
AUCTION_FEE	ConfigProject
AUCTION_ITEM_FEE	ConfigProject
AUCTION_ITEM_FEE_NAME	ConfigProject
AUCTION_LIMIT_ITEM	ConfigProject
AUGMENTATION_BASESTAT_CHANCE	ConfigPlayers
AUGMENTATION_HIGH_GLOW_CHANCE	ConfigPlayers
AUGMENTATION_HIGH_SKILL_CHANCE	ConfigPlayers
AUGMENTATION_MID_GLOW_CHANCE	ConfigPlayers
AUGMENTATION_MID_SKILL_CHANCE	ConfigPlayers
AUGMENTATION_NG_GLOW_CHANCE	ConfigPlayers
AUGMENTATION_NG_SKILL_CHANCE	ConfigPlayers
AUGMENTATION_TOP_GLOW_CHANCE	ConfigPlayers
AUGMENTATION_TOP_SKILL_CHANCE	ConfigPlayers
AUTOFARM_ALLOW_DUALBOX	ConfigProject
AUTOFARM_CHANGE_PLAYER_NAME_COLOR	ConfigProject
AUTOFARM_CHANGE_PLAYER_TITLE	ConfigProject
AUTOFARM_DEBUFF_CHANCE	ConfigProject
AUTOFARM_DEBUG_RETURN	ConfigProject
AUTOFARM_DISABLE_TOWN	ConfigProject
AUTOFARM_ENABLED	ConfigProject
AUTOFARM_HP_HEAL_RATE	ConfigProject
AUTOFARM_HP_POTIONS	ConfigProject
AUTOFARM_MAX_LEVEL_DIFFERENCE	ConfigProject
AUTOFARM_MAX_OPEN_RADIUS	ConfigProject
AUTOFARM_MAX_ROUTES	ConfigProject
AUTOFARM_MAX_ROUTE_NODES	ConfigProject
AUTOFARM_MAX_ROUTE_PERIMITER	ConfigProject
AUTOFARM_MAX_TIMER	ConfigProject
AUTOFARM_MAX_ZONES	ConfigProject
AUTOFARM_MAX_ZONE_AREA	ConfigProject
AUTOFARM_MAX_ZONE_NODES	ConfigProject
AUTOFARM_MP_HEAL_RATE	ConfigProject
AUTOFARM_MP_POTIONS	ConfigProject
AUTOFARM_PLAYER_NAME_COLOR	ConfigProject
AUTOFARM_SEND_LOG_MESSAGES	ConfigProject
AUTO_CP_ENABLED	ConfigProject
AUTO_CP_ITEM_IDS	ConfigProject
AUTO_CREATE_ACCOUNTS	ConfigLogin
AUTO_HP_ENABLED	ConfigProject
AUTO_HP_ITEM_IDS	ConfigProject
AUTO_LEARN_SKILLS	ConfigPlayers
AUTO_LOOT	ConfigServer
AUTO_LOOT_HERBS	ConfigServer
AUTO_LOOT_ITEM_IDS	ConfigProject
AUTO_LOOT_RAID	ConfigServer
AUTO_MP_ENABLED	ConfigProject
AUTO_MP_ITEM_IDS	ConfigProject
AUTO_POTIONS_ENABLED	ConfigProject
AUTO_POTIONS_IN_OLYMPIAD	ConfigProject
AUTO_POTION_MIN_LEVEL	ConfigProject
AWAY_PLAY_NAME_COLOR	ConfigProject
AWAY_PLAY_SET_NAME_COLOR	ConfigProject
BANKING_SYSTEM_ADENA	ConfigProject
BANKING_SYSTEM_GOLDBARS	ConfigProject
BARAKIEL	ConfigProject
BBS_DEFAULT	ConfigServer
BLOCKED_HEAL_SKILL_IDS	ConfigBossHeal
BLOCK_HEAL_ON_GRANDBOSS	ConfigBossHeal
BLOCK_HEAL_ON_RAIDBOSS	ConfigBossHeal
BOSS_TELEPORT_ITEM_COUNT	ConfigProject
BOSS_TELEPORT_ITEM_ID	ConfigProject
BOSS_TELEPORT_MAX_RANGE	ConfigProject
BOSS_TELEPORT_MIN_RANGE	ConfigProject
BOSS_ZERG_ANNOUNCE	ConfigBossZerg
BOSS_ZERG_ANNOUNCE_COOLDOWN_MS	ConfigBossZerg
BOSS_ZERG_AREA_RADIUS	ConfigBossZerg
BOSS_ZERG_CHECK_INTERVAL_MS	ConfigBossZerg
BOSS_ZERG_ENABLED	ConfigBossZerg
BOSS_ZERG_FLAG_AREA_COLOR	ConfigBossZerg
BOSS_ZERG_FLAG_AREA_ENABLED	ConfigBossZerg
BOSS_ZERG_FLAG_AREA_RADIUS	ConfigBossZerg
BOSS_ZERG_FLAG_ENABLED	ConfigBossZerg
BOSS_ZERG_FLAG_MIN_PLAYERS	ConfigBossZerg
BOSS_ZERG_FLAG_RANGE	ConfigBossZerg
BOSS_ZERG_FLAG_RENEW_MS	ConfigBossZerg
BOSS_ZERG_FLAG_WARNING_RANGE	ConfigBossZerg
BOSS_ZERG_HEAL_PENALTY_ENABLED	ConfigBossZerg
BOSS_ZERG_HEAL_PENALTY_MULTIPLIER	ConfigBossZerg
BOSS_ZERG_IGNORED_BOSS_IDS	ConfigBossZerg
BOSS_ZERG_MAX_ALLY_MEMBERS	ConfigBossZerg
BOSS_ZERG_MIN_PARTY_SIZE	ConfigBossZerg
BOSS_ZERG_PRAYER_REVERSE_MULTIPLIER	ConfigBossZerg
BOSS_ZERG_PRAYER_SKILL_IDS	ConfigBossZerg
BOSS_ZERG_RANGE	ConfigBossZerg
BOSS_ZERG_SHOW_ALLY_COUNT	ConfigBossZerg
BOSS_ZERG_SHOW_AREA	ConfigBossZerg
BOTS_LOGS	ConfigProject
BOTS_PREVENTION	ConfigProject
BOUNDARY_BUFFER	ConfigGeoengine
BOUNDARY_CELL_PENALTY	ConfigGeoengine
BUFFER_MAX_SCHEMES	ConfigNpcs
BUFFER_STATIC_BUFF_COST	ConfigNpcs
BUFFS_CATEGORY	ConfigProject
CABAL_BUFFER	ConfigProject
CANCEL_RETURN_ENABLED	ConfigProject
CANCEL_RETURN_MASS_MIN_COUNT	ConfigProject
CANCEL_RETURN_MASS_ONLY	ConfigProject
